Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
27.8,66.49,56.09,Loamy,Ground Nuts,11,11,14,28-28
40.0,75.55,28.97,Black,Ground Nuts,15,0,40,17-17-17
31.12,72.97,50.32,Clayey,Pulses,14,17,8,17-17-17
24.8,61.32,54.78,Black,Cotton,7,6,32,20-20
32.45,67.58,55.57,Black,Cotton,4,0,10,17-17-17
31.61,66.27,33.06,Sandy,Pulses,7,6,18,Urea
40.0,65.43,64.34,Sandy,Pulses,14,0,36,17-17-17
34.46,78.03,54.74,Red,Millets,42,0,1,14-35-14
20.26,41.18,47.6,Red,Millets,23,0,14,DAP
36.22,77.81,51.95,Black,Pulses,37,0,0,14-35-14
30.24,56.13,30.91,Black,Barley,38,2,1,10-26-26
35.54,62.73,42.81,Loamy,Paddy,14,10,11,DAP
29.73,58.45,60.67,Loamy,Cotton,9,0,8,14-35-14
27.58,64.59,62.12,Sandy,Cotton,14,1,34,20-20
26.09,69.65,41.82,Loamy,Cotton,9,0,39,28-28
30.48,61.31,44.39,Red,Millets,22,0,15,Urea
29.86,48.43,47.14,Clayey,Maize,39,0,2,14-35-14
25.2,65.72,54.26,Black,Sugarcane,8,2,32,20-20
31.81,70.13,21.18,Red,Ground Nuts,13,0,36,28-28
22.32,56.11,24.06,Black,Maize,15,0,38,17-17-17
25.7,67.81,42.7,Loamy,Tobacco,25,0,17,20-20
30.23,55.76,53.54,Loamy,Barley,5,7,25,14-35-14
32.37,55.24,33.67,Loamy,Tobacco,18,0,32,17-17-17
26.08,44.39,42.34,Clayey,Sugarcane,16,2,26,20-20
39.89,76.0,32.46,Red,Ground Nuts,44,3,0,17-17-17
38.92,57.75,34.28,Clayey,Tobacco,13,0,38,DAP
26.41,55.23,43.13,Black,Barley,20,1,27,10-26-26
35.85,62.3,36.56,Red,Millets,16,0,42,Urea
33.0,59.14,48.43,Black,Tobacco,3,8,31,14-35-14
35.84,73.34,56.27,Red,Barley,11,6,26,10-26-26
32.85,53.21,37.96,Black,Barley,40,2,0,DAP
36.16,64.0,43.68,Loamy,Millets,20,0,19,Urea
28.03,51.46,40.88,Sandy,Tobacco,10,3,11,17-17-17
38.77,73.1,64.83,Sandy,Paddy,9,4,35,28-28
39.61,74.2,29.32,Clayey,Cotton,9,1,38,28-28
40.0,65.97,61.68,Black,Cotton,10,4,39,17-17-17
31.66,68.88,64.94,Sandy,Paddy,36,0,0,17-17-17
25.79,47.25,45.73,Clayey,Millets,32,0,0,DAP
37.12,73.45,56.53,Loamy,Wheat,15,14,13,14-35-14
27.79,54.72,69.39,Black,Maize,40,0,0,20-20
27.84,50.3,41.85,Loamy,Paddy,12,7,24,14-35-14
23.68,57.9,28.78,Sandy,Maize,32,0,2,14-35-14
32.02,47.68,43.98,Loamy,Sugarcane,36,0,0,28-28
34.91,53.17,64.9,Sandy,Paddy,15,13,15,DAP
31.87,56.38,39.33,Clayey,Barley,40,2,0,20-20
33.5,61.54,58.09,Loamy,Pulses,39,0,0,14-35-14
21.34,47.91,23.25,Loamy,Barley,13,2,6,10-26-26
27.75,48.05,35.2,Sandy,Oil seeds,25,4,24,Urea
27.41,57.31,54.62,Loamy,Tobacco,20,4,14,20-20
36.6,74.72,50.92,Sandy,Oil seeds,39,0,0,10-26-26
21.52,56.82,37.02,Clayey,Tobacco,21,2,20,DAP
39.1,77.95,44.22,Sandy,Cotton,13,0,36,28-28
30.22,56.38,60.39,Loamy,Maize,14,10,33,Urea
24.32,66.77,37.7,Black,Ground Nuts,26,0,16,20-20
31.78,51.44,58.82,Loamy,Barley,10,4,4,17-17-17
27.73,59.27,54.2,Red,Tobacco,3,5,35,DAP
25.66,45.25,65.07,Sandy,Barley,8,0,15,28-28
37.17,70.91,67.53,Sandy,Ground Nuts,21,4,22,14-35-14
27.41,53.44,36.65,Black,Sugarcane,31,0,0,Urea
32.37,61.99,20.42,Loamy,Oil seeds,7,3,41,17-17-17
29.68,74.89,47.11,Sandy,Barley,22,0,21,20-20
29.9,53.17,58.98,Black,Ground Nuts,12,5,24,17-17-17
31.08,56.03,45.64,Black,Millets,14,1,14,14-35-14
31.95,59.95,41.17,Loamy,Maize,15,3,39,20-20
28.83,59.74,35.13,Loamy,Ground Nuts,1,14,14,Urea
28.67,59.49,43.85,Loamy,Pulses,38,1,1,28-28
32.76,50.9,22.0,Red,Cotton,9,20,17,14-35-14
40.0,52.95,43.51,Loamy,Wheat,10,0,43,14-35-14
28.17,50.93,37.01,Clayey,Sugarcane,30,0,0,17-17-17
28.66,62.69,52.78,Sandy,Tobacco,45,0,0,DAP
32.76,57.8,53.21,Loamy,Cotton,17,3,28,10-26-26
33.29,71.48,55.06,Loamy,Wheat,14,1,36,Urea
22.61,60.89,53.36,Black,Ground Nuts,27,0,18,17-17-17
24.55,59.45,47.37,Red,Barley,1,15,15,Urea
28.72,58.94,59.53,Sandy,Ground Nuts,13,15,13,28-28
36.49,58.68,47.81,Clayey,Cotton,42,2,2,DAP
27.77,61.89,27.29,Black,Wheat,15,0,38,28-28
27.09,45.13,20.39,Red,Wheat,17,0,41,28-28
30.34,65.26,61.34,Loamy,Pulses,10,5,35,17-17-17
28.74,60.87,37.06,Clayey,Maize,10,16,19,17-17-17
38.12,66.69,33.67,Loamy,Sugarcane,15,2,9,DAP
37.98,66.3,70.0,Red,Paddy,22,0,16,10-26-26
30.61,58.28,51.6,Loamy,Ground Nuts,22,0,25,14-35-14
30.0,42.84,46.81,Loamy,Barley,8,17,12,17-17-17
39.4,75.28,52.3,Red,Maize,14,3,39,10-26-26
27.74,60.46,44.85,Red,Wheat,19,0,21,20-20
27.37,52.05,37.96,Clayey,Maize,24,0,20,28-28
32.5,71.1,69.62,Red,Wheat,7,7,11,10-26-26
26.46,43.65,36.14,Black,Maize,12,0,13,20-20
30.31,69.86,46.3,Black,Cotton,45,1,0,10-26-26
32.02,50.79,61.39,Sandy,Oil seeds,7,8,37,10-26-26
36.4,70.69,31.58,Sandy,Ground Nuts,16,0,44,28-28
31.51,54.73,65.9,Sandy,Pulses,16,0,10,14-35-14
39.77,60.41,50.77,Sandy,Wheat,6,4,34,Urea
33.93,62.94,38.71,Red,Millets,39,0,0,14-35-14
32.13,65.75,52.1,Loamy,Pulses,13,0,35,14-35-14
29.99,54.89,41.47,Red,Cotton,34,3,0,Urea
38.38,71.17,56.45,Clayey,Wheat,36,0,3,14-35-14
30.43,59.04,40.61,Loamy,Pulses,39,4,0,Urea
28.65,49.55,30.12,Red,Cotton,19,11,6,Urea
25.07,45.11,36.38,Clayey,Maize,2,20,18,20-20
26.73,51.88,26.29,Red,Tobacco,13,2,41,DAP
35.68,63.89,46.79,Sandy,Oil seeds,14,14,13,20-20
33.56,59.78,61.64,Loamy,Pulses,13,2,40,28-28
28.48,60.34,33.57,Sandy,Millets,43,0,3,28-28
34.31,58.35,30.92,Black,Millets,43,0,1,10-26-26
28.81,49.93,33.75,Red,Tobacco,34,1,0,17-17-17
24.11,57.89,23.7,Loamy,Sugarcane,27,2,17,28-28
31.21,55.32,38.91,Red,Oil seeds,41,0,0,10-26-26
28.66,41.97,62.44,Red,Barley,8,9,19,14-35-14
22.83,46.9,34.09,Clayey,Wheat,9,0,42,DAP
25.54,65.51,26.75,Black,Paddy,10,13,29,28-28
30.02,68.96,35.81,Red,Sugarcane,14,0,32,20-20
29.98,73.22,48.77,Clayey,Millets,26,4,18,Urea
34.95,71.28,53.19,Red,Millets,41,2,0,20-20
27.38,57.61,57.88,Sandy,Maize,8,0,5,DAP
35.64,66.88,38.75,Black,Oil seeds,2,18,24,10-26-26
39.23,71.01,31.63,Clayey,Cotton,39,0,0,DAP
26.84,54.27,49.61,Red,Paddy,20,0,26,28-28
34.38,70.03,23.96,Sandy,Oil seeds,38,2,1,DAP
37.38,61.81,32.73,Loamy,Cotton,3,5,31,28-28
36.92,62.66,58.76,Clayey,Tobacco,9,17,19,20-20
31.54,66.48,66.12,Clayey,Wheat,11,13,27,DAP
30.38,67.91,57.24,Sandy,Sugarcane,14,0,33,14-35-14
33.13,61.63,41.66,Sandy,Paddy,15,1,32,28-28
40.0,61.51,32.66,Sandy,Paddy,10,2,44,14-35-14
37.05,61.02,32.03,Sandy,Oil seeds,18,2,21,Urea
29.45,60.0,64.63,Loamy,Maize,10,4,28,Urea
20.82,42.97,44.06,Red,Tobacco,16,3,17,17-17-17
34.04,60.33,70.0,Sandy,Oil seeds,7,10,27,20-20
25.22,62.81,49.09,Red,Paddy,5,3,10,28-28
25.96,53.04,46.11,Black,Barley,6,11,31,10-26-26
34.01,50.12,30.27,Loamy,Tobacco,12,4,9,DAP
40.0,71.27,25.24,Red,Maize,16,4,17,17-17-17
35.95,70.71,37.39,Black,Cotton,37,3,0,14-35-14
29.41,52.65,48.35,Loamy,Barley,7,3,27,DAP
33.88,55.46,26.2,Black,Millets,37,0,0,28-28
33.99,68.26,39.64,Red,Barley,11,0,6,10-26-26
24.47,57.6,70.0,Sandy,Tobacco,39,1,0,14-35-14
25.83,44.55,44.99,Sandy,Paddy,5,20,24,Urea
24.74,60.74,60.98,Loamy,Pulses,5,3,17,17-17-17
27.19,59.49,56.18,Black,Maize,9,17,16,DAP
31.1,50.28,40.57,Clayey,Cotton,7,3,24,28-28
26.73,44.52,40.8,Clayey,Paddy,8,0,31,14-35-14
30.46,71.86,41.95,Clayey,Wheat,0,7,28,10-26-26
28.7,59.26,46.42,Black,Pulses,11,2,39,Urea
32.49,61.52,47.27,Sandy,Wheat,14,16,23,Urea
25.28,55.11,38.36,Clayey,Pulses,13,0,9,28-28
23.54,50.26,50.16,Loamy,Millets,27,2,23,20-20
28.53,62.54,61.11,Red,Maize,15,2,36,14-35-14
26.45,56.63,64.39,Clayey,Pulses,14,9,27,Urea
27.71,67.71,47.17,Loamy,Pulses,8,9,15,10-26-26
24.98,47.0,20.99,Loamy,Sugarcane,15,12,6,28-28
35.07,59.79,61.83,Black,Tobacco,14,13,14,28-28
36.94,58.84,55.16,Sandy,Sugarcane,1,7,33,28-28
30.26,50.57,43.21,Black,Pulses,13,6,11,DAP
32.12,69.24,36.58,Red,Cotton,43,0,0,14-35-14
22.33,46.53,40.1,Clayey,Cotton,27,1,14,DAP
27.36,61.34,43.04,Black,Wheat,11,0,17,28-28
29.03,53.72,43.41,Loamy,Wheat,10,0,34,DAP
32.8,55.77,44.43,Sandy,Barley,16,0,10,14-35-14
32.28,58.89,29.28,Clayey,Pulses,8,1,10,28-28
37.53,58.75,51.59,Red,Paddy,12,0,41,10-26-26
22.55,56.57,51.93,Loamy,Oil seeds,19,0,26,Urea
22.07,52.72,24.22,Sandy,Millets,17,15,14,10-26-26
28.92,44.74,44.89,Red,Millets,44,1,0,17-17-17
26.05,48.76,45.26,Loamy,Barley,38,0,0,DAP
24.84,58.91,43.15,Red,Cotton,34,0,0,DAP
30.62,70.7,46.64,Loamy,Oil seeds,1,21,17,20-20
26.56,59.44,32.72,Black,Maize,7,11,17,20-20
31.15,55.59,35.09,Red,Barley,14,0,36,14-35-14
25.6,57.71,30.94,Black,Millets,2,20,16,28-28
26.71,55.75,70.0,Black,Ground Nuts,13,0,35,28-28
29.67,63.41,36.42,Red,Millets,20,0,17,28-28
33.3,61.13,64.91,Black,Oil seeds,13,4,36,28-28
32.01,57.23,32.85,Sandy,Sugarcane,41,1,2,10-26-26
30.59,54.91,43.28,Sandy,Barley,33,2,0,DAP
37.88,74.88,27.06,Red,Tobacco,15,1,18,28-28
30.48,47.8,70.0,Loamy,Paddy,40,2,0,28-28
30.3,69.31,52.01,Black,Barley,11,1,8,DAP
34.08,55.54,59.21,Black,Millets,4,6,34,20-20
38.45,63.15,58.06,Clayey,Barley,6,2,8,10-26-26
24.76,55.27,34.69,Sandy,Sugarcane,17,16,20,17-17-17
25.73,68.57,70.0,Sandy,Millets,10,4,26,17-17-17
20.56,55.98,65.55,Loamy,Barley,34,0,0,DAP
38.77,68.24,57.2,Sandy,Wheat,42,0,0,20-20
30.56,55.9,40.77,Clayey,Oil seeds,14,0,5,DAP
26.93,51.37,50.87,Sandy,Oil seeds,8,0,39,Urea
26.67,42.74,30.17,Red,Maize,2,14,18,Urea
31.42,63.61,32.38,Loamy,Wheat,38,0,0,28-28
26.7,43.08,32.35,Black,Ground Nuts,10,16,13,17-17-17
26.05,51.11,35.27,Red,Wheat,10,18,10,17-17-17
25.12,46.17,43.74,Red,Oil seeds,25,1,20,20-20
32.41,67.07,32.33,Loamy,Barley,12,0,6,Urea
27.81,63.26,43.38,Sandy,Wheat,32,0,0,10-26-26
23.36,50.24,34.4,Sandy,Sugarcane,40,0,2,DAP
33.0,57.63,37.28,Loamy,Cotton,12,0,16,Urea
26.02,55.23,47.78,Sandy,Oil seeds,10,2,12,28-28
26.74,56.43,41.86,Loamy,Maize,23,4,22,DAP
33.17,68.4,25.54,Black,Barley,17,0,32,Urea
33.5,69.8,35.8,Clayey,Ground Nuts,16,0,35,DAP
28.32,55.53,39.8,Clayey,Barley,16,3,13,14-35-14
29.54,71.68,57.48,Sandy,Tobacco,13,12,16,10-26-26
25.68,50.13,50.92,Red,Sugarcane,36,1,0,Urea
28.77,63.48,49.52,Red,Barley,37,0,0,DAP
23.17,44.36,26.03,Sandy,Tobacco,37,0,0,20-20
27.12,63.03,28.6,Loamy,Paddy,12,4,39,DAP
31.38,57.13,37.26,Black,Ground Nuts,36,0,0,20-20
27.91,58.99,64.03,Black,Oil seeds,41,0,0,DAP
36.99,70.45,29.04,Red,Sugarcane,27,1,20,DAP
35.01,69.3,40.11,Sandy,Sugarcane,25,0,32,DAP
30.71,67.85,56.82,Black,Oil seeds,8,13,28,14-35-14
38.22,70.27,63.95,Black,Ground Nuts,24,0,19,14-35-14
30.23,47.44,55.39,Red,Barley,38,2,4,DAP
33.72,52.61,37.01,Black,Millets,22,0,27,10-26-26
29.14,58.06,43.94,Clayey,Paddy,37,0,0,14-35-14
34.18,69.67,48.66,Sandy,Cotton,23,3,19,Urea
28.32,59.85,58.07,Sandy,Pulses,35,0,0,DAP
28.16,57.48,62.2,Sandy,Cotton,6,0,7,10-26-26
40.0,52.02,45.67,Clayey,Maize,19,0,44,14-35-14
30.08,57.14,37.49,Clayey,Cotton,18,0,40,28-28
27.61,61.04,41.97,Clayey,Barley,34,2,4,14-35-14
23.74,62.35,31.53,Sandy,Ground Nuts,38,4,1,Urea
22.26,52.88,34.12,Loamy,Cotton,18,0,19,20-20
34.77,66.85,35.35,Clayey,Ground Nuts,14,4,41,17-17-17
26.63,45.47,29.06,Clayey,Pulses,5,12,31,20-20
24.69,52.7,23.05,Loamy,Wheat,30,4,3,28-28
24.7,48.88,41.18,Black,Pulses,18,0,22,28-28
28.79,61.59,40.95,Sandy,Millets,16,6,14,DAP
25.37,56.61,56.98,Sandy,Millets,9,0,34,10-26-26
35.56,61.27,33.78,Black,Barley,18,4,22,DAP
29.95,59.77,47.09,Red,Oil seeds,10,15,11,14-35-14
28.85,45.97,49.62,Black,Wheat,24,0,24,Urea
22.68,53.23,44.85,Clayey,Oil seeds,38,2,4,17-17-17
33.94,57.41,48.69,Loamy,Paddy,16,0,45,17-17-17
34.02,63.05,32.44,Clayey,Sugarcane,11,13,26,20-20
26.44,51.89,42.5,Clayey,Sugarcane,17,0,8,28-28
27.43,65.87,20.0,Sandy,Sugarcane,15,0,44,17-17-17
26.23,55.01,32.74,Loamy,Tobacco,13,0,13,20-20
30.45,68.48,46.14,Black,Pulses,27,0,20,14-35-14
25.4,50.75,42.4,Black,Barley,33,2,0,14-35-14
27.56,58.15,53.0,Black,Cotton,15,1,39,17-17-17
37.29,61.83,31.91,Black,Cotton,11,2,37,10-26-26
25.22,56.62,37.89,Sandy,Millets,35,4,0,Urea
26.88,58.54,70.0,Red,Pulses,10,0,33,20-20
21.46,49.42,45.96,Sandy,Cotton,27,0,19,Urea
28.14,68.89,31.96,Clayey,Cotton,11,9,33,28-28
32.55,64.64,43.51,Loamy,Pulses,11,0,45,17-17-17
24.15,40.44,44.93,Red,Ground Nuts,20,2,22,28-28
36.93,71.6,35.49,Loamy,Maize,12,3,37,17-17-17
32.73,62.28,57.46,Sandy,Barley,12,0,44,28-28
29.55,66.21,41.21,Clayey,Millets,45,1,4,17-17-17
25.75,59.79,24.64,Red,Paddy,6,21,15,17-17-17
35.85,54.97,32.94,Loamy,Ground Nuts,41,1,0,17-17-17
31.4,69.24,29.06,Red,Millets,35,0,0,10-26-26
34.9,71.05,59.48,Red,Wheat,11,4,40,20-20
30.98,59.93,30.97,Loamy,Wheat,13,0,6,28-28
24.15,51.72,31.91,Red,Sugarcane,9,4,13,Urea
27.35,47.36,48.45,Sandy,Oil seeds,10,18,18,17-17-17
30.03,48.19,41.44,Black,Pulses,11,0,9,17-17-17
28.44,52.45,34.64,Red,Millets,22,0,26,28-28
24.69,45.0,34.65,Black,Ground Nuts,19,0,23,DAP
34.34,54.99,47.61,Black,Sugarcane,8,0,10,DAP
28.13,53.68,52.13,Black,Cotton,6,13,26,28-28
27.41,51.23,46.31,Black,Tobacco,23,0,20,10-26-26
32.89,60.09,59.65,Clayey,Wheat,13,0,11,20-20
31.34,59.69,60.78,Red,Millets,18,0,36,17-17-17
27.79,58.46,20.0,Red,Tobacco,6,5,27,14-35-14
22.44,58.98,31.46,Loamy,Oil seeds,11,0,15,20-20
20.09,49.43,29.64,Black,Pulses,17,11,11,14-35-14
32.2,67.18,28.11,Loamy,Barley,15,18,16,14-35-14
31.51,67.28,31.19,Clayey,Paddy,10,0,19,DAP
33.68,55.21,53.32,Sandy,Ground Nuts,20,2,14,17-17-17
30.94,46.3,42.29,Loamy,Sugarcane,8,3,31,28-28
30.93,52.97,59.12,Red,Pulses,10,8,33,17-17-17
27.81,60.0,25.06,Sandy,Barley,45,0,0,20-20
31.36,56.32,45.45,Sandy,Barley,8,0,9,17-17-17
27.52,59.49,43.56,Clayey,Maize,2,14,18,17-17-17
32.97,57.21,28.8,Loamy,Barley,10,1,41,14-35-14
30.13,57.87,62.23,Black,Oil seeds,42,0,3,10-26-26
29.13,72.87,40.38,Black,Sugarcane,9,15,19,Urea
29.47,68.26,30.54,Sandy,Oil seeds,38,0,3,17-17-17
27.2,52.83,31.04,Red,Paddy,8,17,16,28-28
29.52,70.13,55.59,Loamy,Millets,25,0,23,17-17-17
26.58,49.05,23.6,Loamy,Barley,22,1,15,20-20
32.39,69.83,53.98,Red,Cotton,8,0,8,17-17-17
27.86,58.24,49.66,Red,Barley,14,2,18,Urea
27.87,59.72,43.57,Loamy,Barley,8,0,34,DAP
31.12,59.5,48.49,Loamy,Maize,20,1,23,10-26-26
29.45,60.16,56.75,Black,Millets,6,13,26,Urea
25.45,59.9,50.43,Black,Maize,18,0,18,DAP
27.06,61.03,44.75,Sandy,Pulses,4,18,17,Urea
25.44,59.38,44.01,Red,Paddy,5,11,26,10-26-26
26.27,47.12,39.19,Red,Paddy,37,3,3,28-28
30.57,48.3,44.43,Sandy,Pulses,41,0,0,14-35-14
27.27,66.44,34.85,Loamy,Oil seeds,11,1,19,20-20
21.07,43.97,40.04,Black,Tobacco,4,20,19,28-28
33.6,59.48,46.26,Sandy,Sugarcane,17,14,15,Urea
30.34,54.73,62.24,Black,Cotton,10,2,10,28-28
28.43,66.03,44.05,Black,Millets,14,3,10,17-17-17
25.5,56.26,56.35,Sandy,Barley,15,0,31,28-28
33.23,61.09,39.74,Loamy,Oil seeds,22,2,21,17-17-17
27.83,45.02,52.22,Black,Oil seeds,34,0,1,DAP
21.81,55.61,64.1,Red,Sugarcane,9,2,11,Urea
37.5,70.28,65.23,Black,Wheat,30,4,0,Urea
25.64,52.31,36.33,Loamy,Maize,37,0,0,Urea
32.72,65.66,45.12,Clayey,Oil seeds,11,12,32,DAP
27.83,51.16,44.2,Clayey,Tobacco,18,0,16,17-17-17
29.8,49.21,70.0,Loamy,Wheat,36,1,0,17-17-17
27.94,55.06,48.07,Clayey,Millets,11,0,7,10-26-26
33.38,69.64,47.26,Black,Millets,11,0,11,20-20
33.15,56.8,52.58,Black,Maize,6,1,13,DAP
20.27,48.38,26.05,Black,Cotton,25,0,18,Urea
25.8,68.86,28.28,Clayey,Paddy,16,0,36,20-20
24.18,49.22,58.28,Sandy,Barley,12,8,28,Urea
27.34,64.09,45.24,Sandy,Paddy,4,10,25,28-28
33.33,61.68,36.85,Loamy,Paddy,22,0,26,14-35-14
37.84,71.33,37.32,Black,Oil seeds,12,0,36,DAP
29.4,59.77,36.99,Sandy,Ground Nuts,7,12,17,Urea
26.96,53.75,21.67,Sandy,Ground Nuts,17,21,18,Urea
29.02,54.06,21.84,Clayey,Millets,42,0,0,DAP
25.28,48.89,31.22,Red,Paddy,34,0,1,10-26-26
26.16,67.1,44.73,Sandy,Tobacco,26,3,21,17-17-17
32.81,49.4,37.62,Loamy,Barley,12,3,32,DAP
25.24,59.52,65.55,Black,Sugarcane,7,0,4,28-28
36.1,74.43,33.26,Clayey,Millets,7,2,44,28-28
30.99,68.56,42.89,Black,Barley,19,2,20,20-20
34.66,61.82,45.18,Sandy,Tobacco,7,0,46,17-17-17
31.8,59.13,20.0,Clayey,Paddy,11,0,39,14-35-14
28.69,65.85,51.02,Sandy,Barley,11,6,19,20-20
21.55,59.81,42.69,Clayey,Wheat,9,12,15,17-17-17
29.05,44.58,47.92,Red,Paddy,26,0,23,DAP
25.08,46.33,34.66,Red,Sugarcane,45,2,0,10-26-26
39.1,61.36,46.18,Sandy,Cotton,9,0,44,DAP
31.15,63.79,67.79,Loamy,Ground Nuts,12,13,15,28-28
26.49,52.95,43.97,Black,Millets,20,3,25,Urea
33.41,65.63,33.09,Loamy,Pulses,8,0,30,20-20
36.63,63.13,35.97,Red,Ground Nuts,37,0,0,17-17-17
36.12,70.69,43.66,Clayey,Tobacco,7,0,38,10-26-26
40.0,67.3,47.09,Clayey,Paddy,4,6,25,20-20
27.05,46.43,54.7,Loamy,Ground Nuts,7,8,11,20-20
33.43,57.05,40.58,Black,Millets,20,0,21,20-20
38.27,63.64,34.87,Black,Barley,37,3,0,Urea
24.67,58.06,36.05,Black,Pulses,35,2,0,17-17-17
23.88,50.11,28.85,Clayey,Wheat,16,10,7,17-17-17
25.87,52.61,51.85,Loamy,Maize,17,4,16,10-26-26
30.82,64.35,50.99,Clayey,Barley,4,7,33,17-17-17
26.97,52.44,68.26,Clayey,Millets,11,12,12,Urea
27.44,57.21,44.21,Clayey,Cotton,18,0,14,14-35-14
28.67,57.85,35.03,Red,Sugarcane,25,0,15,Urea
32.67,62.29,40.3,Clayey,Ground Nuts,7,3,4,10-26-26
27.76,53.93,55.61,Black,Cotton,20,0,20,DAP
31.99,70.0,65.07,Black,Wheat,39,0,0,10-26-26
26.59,61.53,38.46,Red,Tobacco,10,0,14,DAP
36.79,65.0,25.87,Clayey,Wheat,41,0,1,28-28
30.99,49.27,20.0,Black,Barley,13,11,27,14-35-14
32.87,73.43,28.8,Clayey,Sugarcane,43,0,1,DAP
27.71,43.77,39.93,Sandy,Paddy,37,3,3,14-35-14
30.04,71.83,37.85,Loamy,Cotton,26,0,27,17-17-17
25.45,43.45,27.0,Black,Tobacco,32,0,4,10-26-26
38.42,58.28,58.78,Loamy,Ground Nuts,10,18,15,Urea
24.38,43.06,57.85,Red,Cotton,26,4,17,Urea
29.03,55.07,21.85,Black,Wheat,11,0,37,10-26-26
25.8,52.64,23.15,Clayey,Cotton,10,2,41,14-35-14
29.63,52.15,29.15,Red,Sugarcane,10,0,14,28-28
29.02,56.54,25.46,Red,Pulses,15,18,20,10-26-26
30.19,50.07,55.28,Black,Millets,8,8,31,28-28
31.02,57.58,20.0,Black,Barley,10,3,27,Urea
27.75,53.08,32.46,Clayey,Oil seeds,20,0,21,28-28
30.13,67.09,45.6,Sandy,Pulses,6,0,13,28-28
38.71,69.52,49.63,Black,Tobacco,42,3,0,Urea
31.68,50.27,50.06,Sandy,Ground Nuts,5,8,28,14-35-14
34.14,78.24,27.47,Clayey,Pulses,10,0,41,10-26-26
29.59,52.76,46.61,Loamy,Tobacco,35,3,1,17-17-17
23.14,53.52,59.52,Red,Barley,38,0,1,DAP
26.88,63.51,45.65,Loamy,Ground Nuts,38,4,0,28-28
31.84,68.04,40.76,Loamy,Cotton,8,15,17,Urea
29.83,49.84,47.91,Red,Sugarcane,9,0,36,14-35-14
31.49,60.18,54.84,Black,Cotton,9,0,36,DAP
25.78,46.81,28.23,Red,Cotton,8,5,25,17-17-17
20.09,57.36,36.23,Clayey,Sugarcane,10,17,18,14-35-14
25.48,53.37,67.14,Clayey,Tobacco,15,0,33,10-26-26
22.11,50.94,33.26,Sandy,Millets,12,14,13,14-35-14
30.8,50.26,34.44,Sandy,Paddy,8,11,11,20-20
33.95,66.85,45.81,Loamy,Oil seeds,0,13,32,Urea
35.04,68.15,32.62,Black,Barley,3,4,32,17-17-17
26.46,54.2,60.37,Loamy,Maize,11,0,11,DAP
29.54,70.83,36.15,Black,Tobacco,35,0,4,14-35-14
29.84,56.17,52.61,Clayey,Sugarcane,24,4,25,DAP
29.53,57.3,28.3,Red,Maize,4,14,31,Urea
22.59,58.51,42.18,Red,Millets,10,22,13,10-26-26
23.48,58.68,33.71,Black,Sugarcane,32,0,0,DAP
21.23,56.98,70.0,Red,Cotton,31,0,3,14-35-14
22.9,52.41,37.35,Red,Maize,8,4,16,Urea
38.33,73.15,39.17,Clayey,Oil seeds,21,4,22,10-26-26
36.38,71.89,48.76,Red,Ground Nuts,10,2,10,14-35-14
32.37,71.46,24.3,Clayey,Barley,12,10,28,20-20
27.4,59.99,27.39,Black,Paddy,19,0,35,14-35-14
33.21,56.71,52.11,Sandy,Millets,16,1,6,Urea
23.73,47.43,43.98,Black,Tobacco,38,2,0,10-26-26
25.27,46.34,30.37,Clayey,Wheat,42,0,0,Urea
29.25,55.35,49.89,Black,Barley,38,2,0,28-28
29.28,54.61,62.26,Red,Barley,14,0,13,20-20
31.57,56.03,49.4,Sandy,Millets,12,7,33,Urea
23.31,47.22,25.84,Sandy,Sugarcane,11,10,9,Urea
23.77,59.04,33.31,Sandy,Tobacco,15,4,39,DAP
40.0,67.48,41.87,Sandy,Pulses,10,4,15,14-35-14
35.78,56.41,50.19,Red,Oil seeds,8,14,10,28-28
23.83,60.51,31.59,Black,Cotton,8,19,22,20-20
22.79,55.32,40.35,Black,Maize,24,0,22,10-26-26
26.91,47.11,41.41,Loamy,Cotton,9,8,8,14-35-14
30.24,53.59,54.41,Black,Paddy,11,12,29,Urea
35.62,59.35,43.06,Black,Paddy,10,0,32,DAP
28.35,52.08,20.51,Black,Paddy,45,0,4,Urea
30.66,48.43,53.73,Loamy,Millets,12,12,31,28-28
28.5,60.14,60.87,Sandy,Tobacco,10,5,28,10-26-26
37.5,65.89,45.19,Loamy,Paddy,7,4,28,28-28
37.32,62.83,35.2,Red,Paddy,13,0,38,DAP
23.99,57.62,43.9,Black,Pulses,2,19,21,20-20
31.38,58.81,20.99,Clayey,Maize,3,4,33,14-35-14
26.97,61.39,69.28,Clayey,Tobacco,36,0,2,14-35-14
24.87,53.77,41.62,Sandy,Barley,45,0,0,10-26-26
27.57,52.6,61.71,Black,Pulses,7,8,31,28-28
34.1,65.21,40.7,Red,Pulses,18,3,27,Urea
35.45,66.58,36.72,Red,Barley,42,0,2,20-20
31.24,51.41,41.09,Black,Cotton,26,0,14,17-17-17
28.27,64.54,36.26,Sandy,Paddy,26,1,20,Urea
27.03,62.23,28.65,Clayey,Maize,44,3,0,28-28
32.46,68.48,31.3,Sandy,Sugarcane,8,4,43,14-35-14
26.35,63.69,58.47,Loamy,Tobacco,14,0,36,17-17-17
32.76,50.34,37.94,Loamy,Sugarcane,16,1,31,Urea
